                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                  1.083,                 1.1677,                 1.0419,                0.43785,                0.56318,                0.40618,                0.24021,                 1.2803,                 2.3026,                 1.1094,              0.0090001,              0.0090001,              0.0090001
                    104,                 1.0904,                 1.1742,                 1.0466,                0.37024,                0.58845,                0.36844,                0.22523,                 1.2498,                 2.4651,                 1.1211,              0.0089902,              0.0089902,              0.0089902
                    105,                  1.099,                 1.1692,                 1.0445,                0.42572,                0.55235,                0.37205,                0.22314,                 1.2782,                 2.3235,                 1.1342,              0.0089803,              0.0089803,              0.0089803
                    106,                 1.0773,                 1.1211,                   1.03,                0.38127,                0.50181,                0.35276,                0.21509,                 1.2681,                 2.3824,                 1.1249,              0.0089704,              0.0089704,              0.0089704
                    107,                 1.0889,                 1.1362,                 1.0366,                0.34792,                0.54874,                0.33164,                0.20197,                 1.3105,                 2.9375,                 1.1284,              0.0089605,              0.0089605,              0.0089605
                    108,                 1.0834,                 1.1303,                 1.0279,                0.40788,                0.53791,                0.37535,                0.23274,                  1.241,                 2.7482,                 1.1077,              0.0089506,              0.0089506,              0.0089506
                    109,                 1.0682,                 1.1503,                 1.0319,                 0.3759,                0.56679,                0.36001,                0.22167,                 1.2948,                 2.6702,                 1.1619,              0.0089407,              0.0089407,              0.0089407
                    110,                 1.0633,                 1.1009,                 1.0252,                0.38092,                0.43682,                 0.3419,                0.20717,                 1.2791,                 2.5292,                 1.1455,              0.0089308,              0.0089308,              0.0089308
                    111,                 1.0736,                 1.1303,                 1.0274,                  0.384,                0.49458,                0.38379,                0.23025,                 1.3096,                 2.7431,                 1.1603,              0.0089209,              0.0089209,              0.0089209
                    112,                 1.0611,                 1.1097,                 1.0283,                0.39085,                0.58845,                0.35524,                0.21796,                 1.2597,                 2.6708,                 1.1159,               0.008911,               0.008911,               0.008911
                    113,                 1.0517,                 1.1183,                 1.0182,                0.41287,                0.48234,                0.36535,                0.23016,                 1.2803,                 2.6063,                 1.1365,              0.0089011,              0.0089011,              0.0089011
                    114,                 1.0532,                 1.1088,                 1.0295,                0.39768,                0.58874,                0.37323,                0.23191,                  1.226,                 2.8896,                 1.0973,              0.0088912,              0.0088912,              0.0088912
                    115,                 1.0794,                 1.0981,                 1.0299,                0.34905,                0.49819,                0.32162,                0.19012,                 1.2868,                 3.0669,                  1.147,              0.0088813,              0.0088813,              0.0088813
                    116,                 1.0668,                 1.1078,                 1.0314,                0.36381,                0.43682,                0.31462,                 0.1897,                 1.2435,                 2.6342,                  1.124,              0.0088714,              0.0088714,              0.0088714
                    117,                 1.0576,                 1.0914,                 1.0204,                0.38936,                0.50181,                0.37424,                 0.2344,                 1.1823,                 2.6468,                 1.1039,              0.0088615,              0.0088615,              0.0088615
                    118,                 1.0427,                 1.0997,                 1.0172,                0.37763,                0.54874,                0.37494,                0.22812,                 1.2068,                 2.9079,                  1.126,              0.0088516,              0.0088516,              0.0088516
                    119,                 1.0611,                 1.1044,                 1.0264,                0.40876,                0.57401,                0.40069,                0.25027,                 1.1911,                 2.6458,                  1.088,              0.0088417,              0.0088417,              0.0088417
                    120,                 1.0637,                  1.078,                 1.0191,                0.40737,                 0.5704,                0.38947,                0.23888,                 1.2543,                 2.6666,                 1.1274,              0.0088318,              0.0088318,              0.0088318
                    121,                 1.0439,                 1.1093,                 1.0203,                0.36707,                0.45848,                 0.3329,                0.20266,                 1.2333,                 2.6347,                 1.0958,              0.0088219,              0.0088219,              0.0088219
                    122,                 1.0526,                 1.0874,                 1.0232,                0.41369,                0.49819,                0.37858,                0.23291,                 1.2418,                 2.6177,                 1.1065,               0.008812,               0.008812,               0.008812
                    123,                 1.0485,                 1.0633,                 1.0215,                0.39149,                0.54874,                0.37809,                0.22771,                 1.2146,                 2.7005,                 1.1042,              0.0088021,              0.0088021,              0.0088021
                    124,                 1.0558,                  1.069,                 1.0169,                0.37335,                0.51264,                0.35263,                0.22196,                 1.2826,                  2.692,                 1.1281,              0.0087922,              0.0087922,              0.0087922
                    125,                 1.0462,                 1.0595,                 1.0169,                0.42681,                0.57401,                0.41656,                0.25265,                  1.265,                 2.6709,                 1.1353,              0.0087823,              0.0087823,              0.0087823
                    126,                 1.0213,                 1.0122,                  1.013,                0.40896,                0.42238,                0.34013,                0.20718,                 1.3689,                 2.9901,                  1.187,              0.0087724,              0.0087724,              0.0087724
                    127,                 1.0236,                 1.0519,                 1.0032,                0.40673,                0.47292,                0.36879,                0.21687,                 1.2157,                 2.7549,                 1.1016,              0.0087625,              0.0087625,              0.0087625
                    128,                 1.0455,                 1.0505,                 1.0138,                0.39953,                0.53565,                0.38934,                0.24069,                 1.2522,                  2.476,                  1.119,              0.0087526,              0.0087526,              0.0087526
                    129,                 1.0246,                 1.0291,                 1.0033,                0.40727,                0.56318,                0.38324,                 0.2301,                 1.2471,                 2.7766,                 1.1111,              0.0087427,              0.0087427,              0.0087427
                    130,                 1.0294,                 1.0347,                 1.0062,                0.36201,                0.47524,                0.34747,                0.20617,                 1.3106,                 2.6826,                 1.1828,              0.0087328,              0.0087328,              0.0087328
                    131,                  1.038,                 1.0525,                 1.0078,                0.37391,                0.55957,                0.37595,                0.22503,                 1.2409,                 2.5384,                 1.0958,              0.0087229,              0.0087229,              0.0087229
                    132,                 1.0344,                 1.0321,                 1.0112,                0.36844,                0.50547,                0.37757,                0.23179,                 1.2548,                 2.6201,                 1.1032,               0.008713,               0.008713,               0.008713
                    133,                 1.0284,                 1.0402,                 1.0014,                0.37557,                0.51625,                0.36079,                0.22677,                 1.2674,                 3.1418,                 1.1066,              0.0087031,              0.0087031,              0.0087031
                    134,                  1.027,                 1.0244,                 1.0086,                0.44155,                0.50903,                0.39127,                0.24563,                 1.2033,                 2.4341,                 1.0681,              0.0086932,              0.0086932,              0.0086932
                    135,                  1.026,                 1.0086,                 1.0042,                0.44862,                0.56318,                0.40116,                0.25116,                   1.24,                 2.5925,                 1.0944,              0.0086833,              0.0086833,              0.0086833
                    136,                 1.0273,                  1.027,                 1.0091,                0.41946,                0.55235,                0.40661,                0.24356,                 1.2459,                 2.5991,                 1.1199,              0.0086734,              0.0086734,              0.0086734
                    137,                 1.0222,                 1.0198,                 1.0074,                0.41145,                0.48375,                 0.3704,                0.23256,                 1.2202,                 2.7027,                 1.0917,              0.0086635,              0.0086635,              0.0086635
                    138,                 1.0186,                0.99429,                0.99758,                0.42541,                0.57401,                0.37831,                0.23522,                 1.2139,                 2.9099,                 1.0865,              0.0086536,              0.0086536,              0.0086536
                    139,                 1.0071,                0.98534,                0.99987,                0.41813,                0.46177,                 0.3467,                0.21829,                 1.1842,                 2.7586,                  1.052,              0.0086437,              0.0086437,              0.0086437
                    140,                 1.0135,                0.98966,                 1.0028,                0.38096,                0.50655,                0.34657,                0.21661,                 1.2761,                 3.0749,                 1.1007,              0.0086338,              0.0086338,              0.0086338
                    141,                 1.0028,                 1.0018,                 1.0001,                0.39339,                 0.5704,                 0.3703,                0.23064,                 1.1562,                 2.8029,                 1.0808,              0.0086239,              0.0086239,              0.0086239
                    142,                 1.0146,                0.99264,                 1.0037,                0.37779,                0.52347,                 0.3507,                0.22634,                 1.1947,                  2.976,                 1.0756,               0.008614,               0.008614,               0.008614
                    143,                  1.001,                 1.0071,                0.99586,                0.41287,                0.47473,                 0.3491,                0.22117,                 1.1633,                 3.0323,                  1.068,              0.0086041,              0.0086041,              0.0086041
